Fiscal Year,Month (abbv),Component,Region,Area of Responsibility,Unique ID,Count of Officers/Agents
2023,JUN,U.S. Border Patrol,Southern Border,Big Bend Sector,230600006,2
2023,JUN,U.S. Border Patrol,Southern Border,Del Rio Sector,230600008,1
2023,JUN,U.S. Border Patrol,Southern Border,Del Rio Sector,230600009,1
2023,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,230600012,1
2023,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,230600016,2
2023,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,230600017,1
2023,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,230600022,1
2023,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,230600023,1
2023,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,230600027,1
2023,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,230600033,1
2023,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,230600034,1
2023,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,230600035,1
2023,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,230600036,1
2023,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,230600037,1
2023,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,230600039,1
2023,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,230600042,1
2023,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,230600044,1
2023,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,230600048,1
2023,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,230600049,1
2023,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,230600051,1
2023,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,230600092,1
2023,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230600001,1
2023,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230600052,2
2023,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230600053,1
2023,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230600054,1
2023,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,230600059,1
2023,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,230600063,3
2023,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,230600093,1
2023,JUN,U.S. Border Patrol,Southern Border,Yuma Sector,230600080,1
2023,MAR,Air and Marine Operations,Coastal/Interior,Operations Directorate,230300006,1
2023,MAR,Air and Marine Operations,Coastal/Interior,Operations Directorate,230300007,2
2023,MAR,Office of Field Operations,Coastal/Interior,Chicago Field Office,230300005,1
2023,MAR,Office of Field Operations,Coastal/Interior,San Francisco Field Office,230300134,2
2023,MAR,Office of Field Operations,Coastal/Interior,Tampa Field Office,230300123,1
2023,MAR,Office of Field Operations,Northern Border,Seattle Field Office,230300135,1
2023,MAR,Office of Field Operations,Southern Border,El Paso Field Office,230300135,3
2023,MAR,Office of Field Operations,Southern Border,Laredo Field Office,230300124,1
2023,MAR,Office of Field Operations,Southern Border,Laredo Field Office,230300126,2
2023,MAR,Office of Field Operations,Southern Border,Laredo Field Office,230300137,1
2023,MAR,Office of Field Operations,Southern Border,San Diego Field Office,230300130,1
2023,MAR,Office of Field Operations,Southern Border,San Diego Field Office,230300131,3
2023,MAR,Office of Field Operations,Southern Border,San Diego Field Office,230300132,1
2023,MAR,U.S. Border Patrol,Coastal/Interior,New Orleans Sector,230300066,1
2023,MAR,U.S. Border Patrol,Southern Border,Big Bend Sector,230300013,1
2023,MAR,U.S. Border Patrol,Southern Border,Del Rio Sector,230300014,1
2023,MAR,U.S. Border Patrol,Southern Border,Del Rio Sector,230300018,1
2023,MAR,U.S. Border Patrol,Southern Border,Del Rio Sector,230300021,1
2023,MAR,U.S. Border Patrol,Southern Border,El Centro Sector,230300023,1
2023,MAR,U.S. Border Patrol,Southern Border,El Centro Sector,230300024,1
2023,MAR,U.S. Border Patrol,Southern Border,El Centro Sector,230300026,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300027,2
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300029,5
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300030,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300031,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300032,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300040,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300046,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300050,2
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300051,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300053,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300055,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300058,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300121,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300128,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300140,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300142,1
2023,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,230300143,1
2023,MAR,U.S. Border Patrol,Southern Border,Laredo Sector,230300064,1
2023,MAR,U.S. Border Patrol,Southern Border,Laredo Sector,230300065,2
2023,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230300069,2
2023,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230300070,1
2023,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230300071,1
2023,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230300072,1
2023,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230300073,2
2023,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230300078,1
2023,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,230300080,1
2023,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,230300083,2
2023,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,230300084,1
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300091,1
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300092,1
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300095,1
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300107,1
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300114,2
2023,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,230300145,1
2023,MAR,U.S. Border Patrol,Southern Border,Yuma Sector,230300122,1
2023,MAY,Air and Marine Operations,Coastal/Interior,Operations Directorate,230500007,2
2023,MAY,Air and Marine Operations,Coastal/Interior,Operations Directorate,230500008,2
2023,MAY,Air and Marine Operations,Coastal/Interior,Operations Directorate,230500009,2
2023,MAY,Office of Field Operations,Coastal/Interior,Miami Field Office,230500111,1
2023,MAY,Office of Field Operations,Coastal/Interior,San Francisco Field Office,230500108,1
2023,MAY,Office of Field Operations,Southern Border,Laredo Field Office,230500100,1
2023,MAY,Office of Field Operations,Southern Border,San Diego Field Office,230500115,1
2023,MAY,Office of Field Operations,Southern Border,Tucson Field Office,230500107,1
2023,MAY,U.S. Border Patrol,Coastal/Interior,Miami Sector,230500005,1
2023,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,230500015,1
2023,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,230500016,2
2023,MAY,U.S. Border Patrol,Southern Border,El Centro Sector,230500025,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500031,3
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500032,2
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500038,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500040,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500043,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500044,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500045,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500046,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500047,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500048,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500049,1
2023,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,230500112,1
2023,MAY,U.S. Border Patrol,Southern Border,Laredo Sector,230500050,5
2023,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230500051,1
2023,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230500054,1
2023,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230500055,1
2023,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230500056,1
2023,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230500113,1
2023,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,230500059,2
2023,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,230500067,4
2023,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,230500073,2
2023,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,230500074,1
2023,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,230500075,3
2023,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,230500076,1
2023,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,230500077,1
2023,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,230500080,1
2023,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,230500083,1
2023,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,230500084,1
2023,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,230500087,1
2023,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,230500090,1
2023,MAY,U.S. Border Patrol,Southern Border,Yuma Sector,230500098,1
2023,NOV,Air and Marine Operations,Coastal/Interior,Operations Directorate,231100117,3
2023,NOV,Office of Field Operations,Northern Border,Seattle Field Office,231100116,3
2023,NOV,Office of Field Operations,Southern Border,Laredo Field Office,231100009,1
2023,NOV,Office of Field Operations,Southern Border,Laredo Field Office,231100106,4
2023,NOV,Office of Field Operations,Southern Border,Laredo Field Office,231100107,1
2023,NOV,Office of Field Operations,Southern Border,Laredo Field Office,231100110,1
2023,NOV,Office of Field Operations,Southern Border,San Diego Field Office,231100010,1
2023,NOV,Office of Field Operations,Southern Border,Tucson Field Office,231100114,2
2023,NOV,Office of Field Operations,Southern Border,Tucson Field Office,231100115,1
2023,NOV,U.S. Border Patrol,Northern Border,Swanton Sector,231100069,1
2023,NOV,U.S. Border Patrol,Southern Border,Del Rio Sector,231100022,1
2023,NOV,U.S. Border Patrol,Southern Border,El Centro Sector,231100023,1
2023,NOV,U.S. Border Patrol,Southern Border,El Centro Sector,231100029,2
2023,NOV,U.S. Border Patrol,Southern Border,El Centro Sector,231100034,1
2023,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,231100035,1
2023,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,231100036,1
2023,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,231100042,1
2023,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,231100043,1
2023,NOV,U.S. Border Patrol,Southern Border,Laredo Sector,231100044,1
2023,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,231100050,2
2023,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,231100005,1
2023,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,231100053,1
2023,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,231100054,1
2023,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,231100062,1
2023,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,231100063,1
2023,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,231100064,1
2023,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,231100065,1
2023,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,231100066,1
2023,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,231100071,1
2023,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,231100077,1
2023,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,231100081,1
2023,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,231100082,1
2023,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,231100084,1
2023,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,231100085,1
2023,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,231100086,1
2023,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,231100087,1
2023,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,231100092,1
2023,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,231100120,1
2023,NOV,U.S. Border Patrol,Southern Border,Yuma Sector,231100098,2
2023,NOV,U.S. Border Patrol,Southern Border,Yuma Sector,231100099,2
2023,NOV,U.S. Border Patrol,Southern Border,Yuma Sector,231100101,1
2023,NOV,U.S. Border Patrol,Southern Border,Yuma Sector,231100102,1
2023,NOV,U.S. Border Patrol,Southern Border,Yuma Sector,231100103,1
2023,NOV,U.S. Border Patrol,Southern Border,Yuma Sector,231100104,1
2023,NOV,U.S. Border Patrol,Southern Border,Yuma Sector,231100105,1
2023,OCT,Air and Marine Operations,Coastal/Interior,Operations Directorate,231000037,1
2023,OCT,Air and Marine Operations,Coastal/Interior,Operations Directorate,231000038,1
2023,OCT,Air and Marine Operations,Coastal/Interior,Operations Directorate,231000039,2
2023,OCT,Air and Marine Operations,Coastal/Interior,Operations Directorate,231000040,2
2023,OCT,Office of Field Operations,Southern Border,Laredo Field Office,231000035,1
2023,OCT,Office of Field Operations,Southern Border,Laredo Field Office,231000111,1
2023,OCT,Office of Field Operations,Southern Border,Tucson Field Office,231000115,1
2023,OCT,U.S. Border Patrol,Northern Border,Swanton Sector,231000027,1
2023,OCT,U.S. Border Patrol,Southern Border,Del Rio Sector,231000008,1
2023,OCT,U.S. Border Patrol,Southern Border,Del Rio Sector,231000009,1
2023,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,231000012,1
2023,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,231000047,1
2023,OCT,U.S. Border Patrol,Southern Border,El Centro Sector,231000052,5
2023,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,231000014,1
2023,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,231000015,3
2023,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,231000053,1
2023,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,231000054,1
2023,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,231000055,2
2023,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,231000057,1
2023,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,231000058,1
2023,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,231000059,1
2023,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,231000017,2
2023,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,231000064,1
2023,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,231000066,1
2023,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,231000067,1
2023,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,231000018,1
2023,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,231000019,1
2023,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,231000068,3
2023,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,231000069,1
2023,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,231000070,1
2023,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,231000072,1
2023,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,231000073,2
2023,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,231000074,1
2023,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,231000076,1
2023,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,231000116,1
2023,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,231000022,1
2023,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,231000024,1
2023,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,231000026,1
2023,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,231000077,1
2023,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,231000079,1
2023,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,231000080,1
2023,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,231000082,1
2023,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,231000117,1
2023,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,231000029,1
2023,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,231000031,1
2023,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,231000088,1
2023,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,231000089,1
2023,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,231000090,1
2023,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,231000095,1
2023,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,231000096,1
2023,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,231000098,1
2023,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,231000099,1
2023,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,231000101,1
2023,OCT,U.S. Border Patrol,Southern Border,Yuma Sector,231000033,1
2023,OCT,U.S. Border Patrol,Southern Border,Yuma Sector,231000034,1
2023,OCT,U.S. Border Patrol,Southern Border,Yuma Sector,231000105,1
2023,OCT,U.S. Border Patrol,Southern Border,Yuma Sector,231000106,2
2023,OCT,U.S. Border Patrol,Southern Border,Yuma Sector,231000107,1
2023,OCT,U.S. Border Patrol,Southern Border,Yuma Sector,231000108,1
2023,OCT,U.S. Border Patrol,Southern Border,Yuma Sector,231000109,3
2023,SEP,Air and Marine Operations,Coastal/Interior,Operations Directorate,230900008,2
2023,SEP,Air and Marine Operations,Coastal/Interior,Operations Directorate,230900009,1
2023,SEP,Office of Field Operations,Southern Border,Laredo Field Office,230900087,1
2023,SEP,U.S. Border Patrol,Northern Border,Swanton Sector,230900066,1
2023,SEP,U.S. Border Patrol,Northern Border,Swanton Sector,230900067,1
2023,SEP,U.S. Border Patrol,Northern Border,Swanton Sector,230900068,1
2023,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,230900019,1
2023,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,230900096,1
2023,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,230900026,2
2023,SEP,U.S. Border Patrol,Southern Border,El Centro Sector,230900029,1
2023,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,230900041,1
2023,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,230900043,1
2023,SEP,U.S. Border Patrol,Southern Border,Laredo Sector,230900001,1
2023,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230900046,2
2023,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230900047,1
2023,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230900051,3
2023,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,230900097,1
2023,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,230900003,1
2023,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,230900062,2
2023,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,230900063,1
2023,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,230900064,1
2023,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,230900065,1
2023,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,230900070,2
2023,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,230900071,1
2023,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,230900072,1
2023,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,230900073,1
2023,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,230900075,1
2024,APR,Office of Field Operations,Coastal/Interior,Miami Field Office,240400081,1
2024,APR,Office of Field Operations,Southern Border,Laredo Field Office,240400077,1
2024,APR,Office of Field Operations,Southern Border,Laredo Field Office,240400079,1
2024,APR,Office of Field Operations,Southern Border,San Diego Field Office,240400086,1
2024,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,240400010,1
2024,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,240400013,1
2024,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,240400014,2
2024,APR,U.S. Border Patrol,Southern Border,Del Rio Sector,240400015,1
2024,APR,U.S. Border Patrol,Southern Border,El Paso Sector,240400029,1
2024,APR,U.S. Border Patrol,Southern Border,El Paso Sector,240400030,1
2024,APR,U.S. Border Patrol,Southern Border,El Paso Sector,240400031,1
2024,APR,U.S. Border Patrol,Southern Border,El Paso Sector,240400032,1
2024,APR,U.S. Border Patrol,Southern Border,El Paso Sector,240400034,1
2024,APR,U.S. Border Patrol,Southern Border,El Paso Sector,240400035,1
2024,APR,U.S. Border Patrol,Southern Border,El Paso Sector,240400038,1
2024,APR,U.S. Border Patrol,Southern Border,El Paso Sector,240400039,1
2024,APR,U.S. Border Patrol,Southern Border,El Paso Sector,240400041,1
2024,APR,U.S. Border Patrol,Southern Border,Laredo Sector,240400043,1
2024,APR,U.S. Border Patrol,Southern Border,Laredo Sector,240400083,1
2024,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240400047,1
2024,APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240400048,1
2024,APR,U.S. Border Patrol,Southern Border,San Diego Sector,240400054,1
2024,APR,U.S. Border Patrol,Southern Border,San Diego Sector,240400055,1
2024,APR,U.S. Border Patrol,Southern Border,San Diego Sector,240400056,1
2024,APR,U.S. Border Patrol,Southern Border,San Diego Sector,240400060,1
2024,APR,U.S. Border Patrol,Southern Border,Tucson Sector,240400064,1
2024,APR,U.S. Border Patrol,Southern Border,Tucson Sector,240400070,1
2024,APR,U.S. Border Patrol,Southern Border,Tucson Sector,240400072,1
2024,APR,U.S. Border Patrol,Southern Border,Tucson Sector,240400085,2
2024,APR,U.S. Border Patrol,Southern Border,Yuma Sector,240400074,1
2024,AUG,Air and Marine Operations,Coastal/Interior,Operations Directorate,240800003,2
2024,AUG,Office of Field Operations,Southern Border,El Paso Field Office,240800065,1
2024,AUG,Office of Field Operations,Southern Border,San Diego Field Office,240800066,1
2024,AUG,Office of Field Operations,Southern Border,San Diego Field Office,240800067,1
2024,AUG,Office of Field Operations,Southern Border,San Diego Field Office,240800068,2
2024,AUG,Office of Field Operations,Southern Border,San Diego Field Office,240800069,1
2024,AUG,Office of Field Operations,Southern Border,San Diego Field Office,240800080,1
2024,AUG,U.S. Border Patrol,Northern Border,Houlton Sector,240800029,1
2024,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,240800007,1
2024,AUG,U.S. Border Patrol,Southern Border,Del Rio Sector,240800008,3
2024,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,240800014,1
2024,AUG,U.S. Border Patrol,Southern Border,El Centro Sector,240800015,1
2024,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,240800024,2
2024,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,240800025,2
2024,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,240800026,1
2024,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,240800028,1
2024,AUG,U.S. Border Patrol,Southern Border,El Paso Sector,240800074,1
2024,AUG,U.S. Border Patrol,Southern Border,Laredo Sector,240800030,1
2024,AUG,U.S. Border Patrol,Southern Border,Laredo Sector,240800032,1
2024,AUG,U.S. Border Patrol,Southern Border,Laredo Sector,240800033,1
2024,AUG,U.S. Border Patrol,Southern Border,Laredo Sector,240800034,1
2024,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240800035,1
2024,AUG,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240800036,1
2024,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,240800043,1
2024,AUG,U.S. Border Patrol,Southern Border,San Diego Sector,240800075,1
2024,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,240800051,1
2024,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,240800055,2
2024,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,240800056,1
2024,AUG,U.S. Border Patrol,Southern Border,Tucson Sector,240800078,1
2024,AUG,U.S. Border Patrol,Southern Border,Yuma Sector,240800060,1
2024,DEC,Air and Marine Operations,Coastal/Interior,Operations Directorate,241200001,1
2024,DEC,Air and Marine Operations,Coastal/Interior,Operations Directorate,241200013,1
2024,DEC,Air and Marine Operations,Coastal/Interior,Operations Directorate,241200014,2
2024,DEC,Office of Field Operations,Northern Border,Buffalo Field Office,241200059,1
2024,DEC,U.S. Border Patrol,Southern Border,Big Bend Sector,241200017,8
2024,DEC,U.S. Border Patrol,Southern Border,El Centro Sector,241200024,1
2024,DEC,U.S. Border Patrol,Southern Border,El Centro Sector,241200025,1
2024,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,241200006,1
2024,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,241200027,1
2024,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,241200033,1
2024,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,241200034,1
2024,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,241200035,1
2024,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,241200036,1
2024,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,241200038,1
2024,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,241200039,2
2024,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,241200040,1
2024,DEC,U.S. Border Patrol,Southern Border,El Paso Sector,241200065,2
2024,DEC,U.S. Border Patrol,Southern Border,Laredo Sector,241200013,1
2024,DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,241200041,2
2024,DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,241200043,1
2024,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,241200048,1
2024,DEC,U.S. Border Patrol,Southern Border,San Diego Sector,241200049,1
2024,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,241200011,1
2024,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,241200050,4
2024,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,241200053,1
2024,DEC,U.S. Border Patrol,Southern Border,Tucson Sector,241200056,1
2024,FEB,Air and Marine Operations,Coastal/Interior,Operations Directorate,240200010,4
2024,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,240200092,1
2024,FEB,Office of Field Operations,Southern Border,San Diego Field Office,240200100,1
2024,FEB,Office of Field Operations,Southern Border,San Diego Field Office,240200101,1
2024,FEB,U.S. Border Patrol,Coastal/Interior,Ramey Sector,240200056,1
2024,FEB,U.S. Border Patrol,Northern Border,Houlton Sector,240200048,1
2024,FEB,U.S. Border Patrol,Northern Border,Swanton Sector,240200104,1
2024,FEB,U.S. Border Patrol,Southern Border,Del Rio Sector,240200017,1
2024,FEB,U.S. Border Patrol,Southern Border,Del Rio Sector,240200103,1
2024,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,240200038,1
2024,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,240200039,1
2024,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,240200042,1
2024,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,240200043,1
2024,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,240200044,2
2024,FEB,U.S. Border Patrol,Southern Border,El Paso Sector,240200045,1
2024,FEB,U.S. Border Patrol,Southern Border,Laredo Sector,240200049,1
