Fiscal Year,Month (abbv),Component,Region,Area of Responsibility,Unique ID,Count of Officers/Agents
2024,FEB,U.S. Border Patrol,Southern Border,Laredo Sector,240200051,1
2024,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240200052,1
2024,FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240200053,1
2024,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,240200058,3
2024,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,240200069,1
2024,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,240200070,1
2024,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,240200071,1
2024,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,240200072,1
2024,FEB,U.S. Border Patrol,Southern Border,San Diego Sector,240200073,1
2024,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,240200009,1
2024,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,240200076,1
2024,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,240200082,1
2024,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,240200083,1
2024,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,240200084,1
2024,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,240200108,1
2024,FEB,U.S. Border Patrol,Southern Border,Tucson Sector,240200110,1
2024,FEB,U.S. Border Patrol,Southern Border,Yuma Sector,240200091,1
2024,FEB,U.S. Border Patrol,Southern Border,Yuma Sector,240200111,1
2024,JAN,Air and Marine Operations,Coastal/Interior,Operations Directorate,240100004,2
2024,JAN,Office of Field Operations,Coastal/Interior,Miami Field Office,240100072,1
2024,JAN,Office of Field Operations,Southern Border,El Paso Field Office,240100067,1
2024,JAN,Office of Field Operations,Southern Border,San Diego Field Office,240100071,1
2024,JAN,U.S. Border Patrol,Northern Border,Buffalo Sector,240100010,1
2024,JAN,U.S. Border Patrol,Southern Border,El Centro Sector,240100019,1
2024,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,240100022,2
2024,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,240100027,1
2024,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,240100028,1
2024,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,240100029,1
2024,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,240100030,1
2024,JAN,U.S. Border Patrol,Southern Border,El Paso Sector,240100031,2
2024,JAN,U.S. Border Patrol,Southern Border,Laredo Sector,240100037,1
2024,JAN,U.S. Border Patrol,Southern Border,Laredo Sector,240100038,1
2024,JAN,U.S. Border Patrol,Southern Border,Laredo Sector,240100040,1
2024,JAN,U.S. Border Patrol,Southern Border,Laredo Sector,240100041,1
2024,JAN,U.S. Border Patrol,Southern Border,Laredo Sector,240100074,1
2024,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240100043,1
2024,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240100045,1
2024,JAN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240100046,3
2024,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,240100049,1
2024,JAN,U.S. Border Patrol,Southern Border,San Diego Sector,240100050,1
2024,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,240100053,1
2024,JAN,U.S. Border Patrol,Southern Border,Tucson Sector,240100056,1
2024,JAN,U.S. Border Patrol,Southern Border,Yuma Sector,240100061,1
2024,JUL,Air and Marine Operations,Coastal/Interior,Operations Directorate,240700006,2
2024,JUL,Office of Field Operations,Coastal/Interior,Houston Field Office,240700083,1
2024,JUL,Office of Field Operations,Northern Border,Buffalo Field Office,240700076,1
2024,JUL,Office of Field Operations,Northern Border,Seattle Field Office,240700082,1
2024,JUL,Office of Field Operations,Southern Border,Laredo Field Office,240700005,1
2024,JUL,Office of Field Operations,Southern Border,San Diego Field Office,240700081,1
2024,JUL,U.S. Border Patrol,Northern Border,Swanton Sector,240700058,1
2024,JUL,U.S. Border Patrol,Southern Border,Del Rio Sector,240700012,1
2024,JUL,U.S. Border Patrol,Southern Border,Del Rio Sector,240700013,2
2024,JUL,U.S. Border Patrol,Southern Border,Del Rio Sector,240700015,1
2024,JUL,U.S. Border Patrol,Southern Border,Del Rio Sector,240700016,1
2024,JUL,U.S. Border Patrol,Southern Border,Del Rio Sector,240700017,1
2024,JUL,U.S. Border Patrol,Southern Border,Del Rio Sector,240700019,1
2024,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,240700033,1
2024,JUL,U.S. Border Patrol,Southern Border,El Paso Sector,240700035,1
2024,JUL,U.S. Border Patrol,Southern Border,Laredo Sector,240700038,2
2024,JUL,U.S. Border Patrol,Southern Border,Laredo Sector,240700040,1
2024,JUL,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240700041,1
2024,JUL,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240700042,1
2024,JUL,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240700043,1
2024,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,240700044,1
2024,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,240700045,1
2024,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,240700052,2
2024,JUL,U.S. Border Patrol,Southern Border,San Diego Sector,240700085,1
2024,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,240700060,1
2024,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,240700063,1
2024,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,240700065,1
2024,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,240700066,1
2024,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,240700067,1
2024,JUL,U.S. Border Patrol,Southern Border,Tucson Sector,240700071,1
2024,JUN,Office of Field Operations,Coastal/Interior,New Orleans Field Office,240600067,1
2024,JUN,Office of Field Operations,Southern Border,Laredo Field Office,240600066,1
2024,JUN,Office of Field Operations,Southern Border,Laredo Field Office,240600072,1
2024,JUN,Office of Field Operations,Southern Border,San Diego Field Office,240600078,1
2024,JUN,U.S. Border Patrol,Southern Border,Del Rio Sector,240600008,1
2024,JUN,U.S. Border Patrol,Southern Border,Del Rio Sector,240600082,1
2024,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,240600010,1
2024,JUN,U.S. Border Patrol,Southern Border,El Centro Sector,240600012,2
2024,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,240600016,1
2024,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,240600019,1
2024,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,240600020,1
2024,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,240600021,1
2024,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,240600022,1
2024,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,240600023,1
2024,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,240600025,2
2024,JUN,U.S. Border Patrol,Southern Border,El Paso Sector,240600083,1
2024,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,240600026,1
2024,JUN,U.S. Border Patrol,Southern Border,Laredo Sector,240600028,1
2024,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240600033,1
2024,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240600035,3
2024,JUN,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240600085,1
2024,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,240600036,1
2024,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,240600037,2
2024,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,240600047,1
2024,JUN,U.S. Border Patrol,Southern Border,San Diego Sector,240600049,1
2024,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,240600050,2
2024,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,240600052,1
2024,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,240600053,1
2024,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,240600054,1
2024,JUN,U.S. Border Patrol,Southern Border,Tucson Sector,240600059,1
2024,JUN,U.S. Border Patrol,Southern Border,Yuma Sector,240600064,1
2024,MAR,Office of Field Operations,Southern Border,El Paso Field Office,240300066,1
2024,MAR,Office of Field Operations,Southern Border,El Paso Field Office,240300067,2
2024,MAR,Office of Field Operations,Southern Border,San Diego Field Office,240300068,1
2024,MAR,Office of Field Operations,Southern Border,San Diego Field Office,240300069,3
2024,MAR,U.S. Border Patrol,Northern Border,Grand Forks Sector,240300026,1
2024,MAR,U.S. Border Patrol,Southern Border,Del Rio Sector,240300010,2
2024,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,240300021,1
2024,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,240300022,2
2024,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,240300023,1
2024,MAR,U.S. Border Patrol,Southern Border,El Paso Sector,240300072,2
2024,MAR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240300030,1
2024,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,240300034,1
2024,MAR,U.S. Border Patrol,Southern Border,San Diego Sector,240300041,1
2024,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,240300002,1
2024,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,240300045,1
2024,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,240300047,1
2024,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,240300059,1
2024,MAR,U.S. Border Patrol,Southern Border,Tucson Sector,240300077,4
2024,MAY,Air and Marine Operations,Coastal/Interior,Operations Directorate,240500004,2
2024,MAY,Air and Marine Operations,Coastal/Interior,Operations Directorate,240500005,2
2024,MAY,Office of Field Operations,Southern Border,El Paso Field Office,240500091,1
2024,MAY,Office of Field Operations,Southern Border,El Paso Field Office,240500103,1
2024,MAY,Office of Field Operations,Southern Border,Laredo Field Office,240500089,1
2024,MAY,Office of Field Operations,Southern Border,Laredo Field Office,240500090,2
2024,MAY,Office of Field Operations,Southern Border,San Diego Field Office,240500092,2
2024,MAY,Office of Field Operations,Southern Border,San Diego Field Office,240500093,1
2024,MAY,Office of Field Operations,Southern Border,Tucson Field Office,240500094,1
2024,MAY,U.S. Border Patrol,Northern Border,Buffalo Sector,240500013,1
2024,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,240500014,1
2024,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,240500016,1
2024,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,240500020,1
2024,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,240500021,1
2024,MAY,U.S. Border Patrol,Southern Border,Del Rio Sector,240500022,1
2024,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,240500031,3
2024,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,240500032,1
2024,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,240500033,2
2024,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,240500034,1
2024,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,240500035,2
2024,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,240500037,1
2024,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,240500038,1
2024,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,240500041,1
2024,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,240500043,3
2024,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,240500044,1
2024,MAY,U.S. Border Patrol,Southern Border,El Paso Sector,240500045,1
2024,MAY,U.S. Border Patrol,Southern Border,Laredo Sector,240500048,1
2024,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240500051,1
2024,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240500054,1
2024,MAY,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240500056,1
2024,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,240500002,1
2024,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,240500057,1
2024,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,240500059,1
2024,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,240500062,1
2024,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,240500066,1
2024,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,240500071,1
2024,MAY,U.S. Border Patrol,Southern Border,San Diego Sector,240500072,1
2024,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,240500073,1
2024,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,240500075,1
2024,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,240500076,1
2024,MAY,U.S. Border Patrol,Southern Border,Tucson Sector,240500082,1
2024,MAY,U.S. Border Patrol,Southern Border,Yuma Sector,240500084,1
2024,MAY,U.S. Border Patrol,Southern Border,Yuma Sector,240500085,1
2024,NOV,Air and Marine Operations,Coastal/Interior,Operations Directorate,241100006,1
2024,NOV,Air and Marine Operations,Coastal/Interior,Operations Directorate,241100007,2
2024,NOV,Air and Marine Operations,Coastal/Interior,Operations Directorate,241100008,2
2024,NOV,Air and Marine Operations,Coastal/Interior,Operations Directorate,241100009,1
2024,NOV,U.S. Border Patrol,Southern Border,Big Bend Sector,241100002,1
2024,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,241100019,3
2024,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,241100027,1
2024,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,241100028,1
2024,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,241100029,1
2024,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,241100030,1
2024,NOV,U.S. Border Patrol,Southern Border,El Paso Sector,241100031,1
2024,NOV,U.S. Border Patrol,Southern Border,Laredo Sector,241100003,1
2024,NOV,U.S. Border Patrol,Southern Border,Laredo Sector,241100006,1
2024,NOV,U.S. Border Patrol,Southern Border,Laredo Sector,241100036,1
2024,NOV,U.S. Border Patrol,Southern Border,Laredo Sector,241100037,1
2024,NOV,U.S. Border Patrol,Southern Border,Laredo Sector,241100072,1
2024,NOV,U.S. Border Patrol,Southern Border,Laredo Sector,241100073,1
2024,NOV,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,241100039,1
2024,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,241100042,1
2024,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,241100047,1
2024,NOV,U.S. Border Patrol,Southern Border,San Diego Sector,241100050,1
2024,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,241100004,1
2024,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,241100051,1
2024,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,241100052,1
2024,NOV,U.S. Border Patrol,Southern Border,Tucson Sector,241100053,3
2024,NOV,U.S. Border Patrol,Southern Border,Yuma Sector,241100062,1
2024,NOV,U.S. Border Patrol,Southern Border,Yuma Sector,241100063,1
2024,OCT,Air and Marine Operations,Coastal/Interior,Operations Directorate,241000001,1
2024,OCT,Air and Marine Operations,Coastal/Interior,Operations Directorate,241000008,1
2024,OCT,Air and Marine Operations,Coastal/Interior,Operations Directorate,241000010,2
2024,OCT,Office of Field Operations,Northern Border,Seattle Field Office,241000081,2
2024,OCT,Office of Field Operations,Southern Border,El Paso Field Office,241000007,1
2024,OCT,Office of Field Operations,Southern Border,Laredo Field Office,241000006,2
2024,OCT,Office of Field Operations,Southern Border,Laredo Field Office,241000078,1
2024,OCT,Office of Field Operations,Southern Border,San Diego Field Office,241000079,1
2024,OCT,Office of Field Operations,Southern Border,Tucson Field Office,241000080,1
2024,OCT,U.S. Border Patrol,Coastal/Interior,New Orleans Sector,241000045,1
2024,OCT,U.S. Border Patrol,Northern Border,Spokane Sector,241000061,2
2024,OCT,U.S. Border Patrol,Southern Border,Del Rio Sector,241000022,1
2024,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,241000032,1
2024,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,241000033,1
2024,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,241000036,1
2024,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,241000037,1
2024,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,241000038,1
2024,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,241000039,1
2024,OCT,U.S. Border Patrol,Southern Border,El Paso Sector,241000040,1
2024,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,241000003,1
2024,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,241000042,1
2024,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,241000043,1
2024,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,241000044,1
2024,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,241000083,1
2024,OCT,U.S. Border Patrol,Southern Border,Laredo Sector,241000085,1
2024,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,241000046,9
2024,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,241000049,1
2024,OCT,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,241000050,1
2024,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,241000053,1
2024,OCT,U.S. Border Patrol,Southern Border,San Diego Sector,241000058,1
2024,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,241000004,2
2024,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,241000062,2
2024,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,241000063,1
2024,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,241000064,1
2024,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,241000065,1
2024,OCT,U.S. Border Patrol,Southern Border,Tucson Sector,241000071,1
2024,OCT,U.S. Border Patrol,Southern Border,Yuma Sector,241000073,4
2024,SEP,Air and Marine Operations,Coastal/Interior,Operations Directorate,240900004,2
2024,SEP,Air and Marine Operations,Coastal/Interior,Operations Directorate,240900005,1
2024,SEP,Office of Field Operations,Coastal/Interior,Miami Field Office,240900070,1
2024,SEP,Office of Field Operations,Southern Border,El Paso Field Office,240900066,1
2024,SEP,Office of Field Operations,Southern Border,San Diego Field Office,240900067,2
2024,SEP,Office of Field Operations,Southern Border,San Diego Field Office,240900069,1
2024,SEP,U.S. Border Patrol,Coastal/Interior,New Orleans Sector,240900036,1
2024,SEP,U.S. Border Patrol,Coastal/Interior,Ramey Sector,240900041,2
2024,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,240900013,1
2024,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,240900014,1
2024,SEP,U.S. Border Patrol,Southern Border,Del Rio Sector,240900017,2
2024,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,240900019,1
2024,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,240900020,1
2024,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,240900021,1
2024,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,240900022,1
2024,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,240900023,1
2024,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,240900024,1
2024,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,240900025,1
2024,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,240900026,1
2024,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,240900027,1
2024,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,240900029,1
2024,SEP,U.S. Border Patrol,Southern Border,El Paso Sector,240900030,1
2024,SEP,U.S. Border Patrol,Southern Border,Laredo Sector,240900032,1
2024,SEP,U.S. Border Patrol,Southern Border,Laredo Sector,240900033,1
2024,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240900002,1
2024,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240900005,1
2024,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240900037,2
2024,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240900038,1
2024,SEP,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,240900039,1
2024,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,240900047,1
2024,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,240900050,1
2024,SEP,U.S. Border Patrol,Southern Border,San Diego Sector,240900051,1
2024,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,240900058,1
2024,SEP,U.S. Border Patrol,Southern Border,Tucson Sector,240900059,1
2024,SEP,U.S. Border Patrol,Southern Border,Yuma Sector,240900063,1
2025 (FYTD),APR,Air and Marine Operations,Coastal/Interior,Operations Directorate,250400003,2
2025 (FYTD),APR,Air and Marine Operations,Coastal/Interior,Operations Directorate,250400004,2
2025 (FYTD),APR,Air and Marine Operations,Coastal/Interior,Operations Directorate,250400005,1
2025 (FYTD),APR,Air and Marine Operations,Coastal/Interior,Operations Directorate,250400006,2
2025 (FYTD),APR,Air and Marine Operations,Coastal/Interior,Operations Directorate,250400007,3
2025 (FYTD),APR,Air and Marine Operations,Coastal/Interior,"Training, Safety, And Standards Directorate",250400005,1
2025 (FYTD),APR,Office of Field Operations,Coastal/Interior,Houston Field Office,250400064,2
2025 (FYTD),APR,Office of Field Operations,Coastal/Interior,Tampa Field Office,250400056,2
2025 (FYTD),APR,Office of Field Operations,Southern Border,San Diego Field Office,250400059,3
2025 (FYTD),APR,Office of Field Operations,Southern Border,San Diego Field Office,250400060,3
2025 (FYTD),APR,Office of Field Operations,Southern Border,Tucson Field Office,250400062,1
2025 (FYTD),APR,U.S. Border Patrol,Coastal/Interior,Miami Sector,250400034,1
2025 (FYTD),APR,U.S. Border Patrol,Northern Border,Buffalo Sector,250400014,1
2025 (FYTD),APR,U.S. Border Patrol,Northern Border,Spokane Sector,250400047,1
2025 (FYTD),APR,U.S. Border Patrol,Southern Border,Big Bend Sector,250400013,1
2025 (FYTD),APR,U.S. Border Patrol,Southern Border,Del Rio Sector,250400015,1
2025 (FYTD),APR,U.S. Border Patrol,Southern Border,Del Rio Sector,250400016,1
2025 (FYTD),APR,U.S. Border Patrol,Southern Border,Del Rio Sector,250400017,2
2025 (FYTD),APR,U.S. Border Patrol,Southern Border,El Paso Sector,250400002,1
2025 (FYTD),APR,U.S. Border Patrol,Southern Border,El Paso Sector,250400019,1
2025 (FYTD),APR,U.S. Border Patrol,Southern Border,El Paso Sector,250400022,1
2025 (FYTD),APR,U.S. Border Patrol,Southern Border,El Paso Sector,250400024,2
2025 (FYTD),APR,U.S. Border Patrol,Southern Border,El Paso Sector,250400025,6
2025 (FYTD),APR,U.S. Border Patrol,Southern Border,El Paso Sector,250400026,1
2025 (FYTD),APR,U.S. Border Patrol,Southern Border,El Paso Sector,250400027,1
2025 (FYTD),APR,U.S. Border Patrol,Southern Border,El Paso Sector,250400065,2
2025 (FYTD),APR,U.S. Border Patrol,Southern Border,Laredo Sector,250400032,1
2025 (FYTD),APR,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,250400035,1
2025 (FYTD),APR,U.S. Border Patrol,Southern Border,San Diego Sector,250400042,1
2025 (FYTD),APR,U.S. Border Patrol,Southern Border,Tucson Sector,250400048,1
2025 (FYTD),APR,U.S. Border Patrol,Southern Border,Tucson Sector,250400049,1
2025 (FYTD),APR,U.S. Border Patrol,Southern Border,Tucson Sector,250400050,1
2025 (FYTD),APR,U.S. Border Patrol,Southern Border,Tucson Sector,250400051,1
2025 (FYTD),DEC,Air and Marine Operations,Coastal/Interior,Operations Directorate,251200001,2
2025 (FYTD),DEC,Air and Marine Operations,Coastal/Interior,Operations Directorate,251200002,2
2025 (FYTD),DEC,Air and Marine Operations,Coastal/Interior,Operations Directorate,251200009,1
2025 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Miami Field Office,251200071,2
2025 (FYTD),DEC,Office of Field Operations,Coastal/Interior,San Juan Field Office,251200009,1
2025 (FYTD),DEC,Office of Field Operations,Coastal/Interior,Tampa Field Office,251200065,1
2025 (FYTD),DEC,Office of Field Operations,Northern Border,Seattle Field Office,251200069,3
2025 (FYTD),DEC,Office of Field Operations,Southern Border,San Diego Field Office,251200073,1
2025 (FYTD),DEC,U.S. Border Patrol,Coastal/Interior,Ramey Sector,251200037,1
2025 (FYTD),DEC,U.S. Border Patrol,Northern Border,Detroit Sector,251200013,1
2025 (FYTD),DEC,U.S. Border Patrol,Southern Border,El Paso Sector,251200017,1
2025 (FYTD),DEC,U.S. Border Patrol,Southern Border,El Paso Sector,251200019,3
2025 (FYTD),DEC,U.S. Border Patrol,Southern Border,El Paso Sector,251200024,3
2025 (FYTD),DEC,U.S. Border Patrol,Southern Border,El Paso Sector,251200025,1
2025 (FYTD),DEC,U.S. Border Patrol,Southern Border,El Paso Sector,251200026,1
2025 (FYTD),DEC,U.S. Border Patrol,Southern Border,El Paso Sector,251200027,2
2025 (FYTD),DEC,U.S. Border Patrol,Southern Border,El Paso Sector,251200028,1
2025 (FYTD),DEC,U.S. Border Patrol,Southern Border,El Paso Sector,251200029,1
2025 (FYTD),DEC,U.S. Border Patrol,Southern Border,Laredo Sector,251200032,1
2025 (FYTD),DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,251200035,1
2025 (FYTD),DEC,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,251200036,1
2025 (FYTD),DEC,U.S. Border Patrol,Southern Border,San Diego Sector,251200042,1
2025 (FYTD),DEC,U.S. Border Patrol,Southern Border,San Diego Sector,251200046,1
2025 (FYTD),DEC,U.S. Border Patrol,Southern Border,San Diego Sector,251200047,1
2025 (FYTD),DEC,U.S. Border Patrol,Southern Border,San Diego Sector,251200048,1
2025 (FYTD),DEC,U.S. Border Patrol,Southern Border,Tucson Sector,251200062,1
2025 (FYTD),FEB,Air and Marine Operations,Coastal/Interior,Operations Directorate,250200002,1
2025 (FYTD),FEB,Air and Marine Operations,Coastal/Interior,Operations Directorate,250200003,1
2025 (FYTD),FEB,Office of Field Operations,Coastal/Interior,Miami Field Office,250200065,3
2025 (FYTD),FEB,Office of Field Operations,Coastal/Interior,San Juan Field Office,250200064,1
2025 (FYTD),FEB,Office of Field Operations,Northern Border,Detroit Field Office,250200063,1
2025 (FYTD),FEB,Office of Field Operations,Southern Border,Laredo Field Office,250200057,2
2025 (FYTD),FEB,Office of Field Operations,Southern Border,San Diego Field Office,250200061,1
2025 (FYTD),FEB,Office of Field Operations,Southern Border,San Diego Field Office,250200062,3
2025 (FYTD),FEB,U.S. Border Patrol,Northern Border,Detroit Sector,250200017,2
2025 (FYTD),FEB,U.S. Border Patrol,Northern Border,Swanton Sector,250200047,1
2025 (FYTD),FEB,U.S. Border Patrol,Southern Border,Big Bend Sector,250200010,1
2025 (FYTD),FEB,U.S. Border Patrol,Southern Border,Del Rio Sector,250200011,1
2025 (FYTD),FEB,U.S. Border Patrol,Southern Border,Del Rio Sector,250200013,2
2025 (FYTD),FEB,U.S. Border Patrol,Southern Border,El Paso Sector,250200020,1
2025 (FYTD),FEB,U.S. Border Patrol,Southern Border,El Paso Sector,250200025,1
2025 (FYTD),FEB,U.S. Border Patrol,Southern Border,El Paso Sector,250200027,1
2025 (FYTD),FEB,U.S. Border Patrol,Southern Border,El Paso Sector,250200028,2
2025 (FYTD),FEB,U.S. Border Patrol,Southern Border,Laredo Sector,250200034,1
2025 (FYTD),FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,250200002,1
2025 (FYTD),FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,250200003,1
2025 (FYTD),FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,250200036,3
2025 (FYTD),FEB,U.S. Border Patrol,Southern Border,Rio Grande Valley Sector,250200040,1
2025 (FYTD),FEB,U.S. Border Patrol,Southern Border,San Diego Sector,250200041,3
2025 (FYTD),FEB,U.S. Border Patrol,Southern Border,San Diego Sector,250200042,1
2025 (FYTD),FEB,U.S. Border Patrol,Southern Border,San Diego Sector,250200043,2
